business_id,business_name,business_address,business_postal_code,business_latitude,business_longitude,inspection_id,inspection_date,inspection_score,inspection_type,violation_id,violation_description,risk_category,date,time
3649,SAFEWAY #1490,2300 16th St,94103,37.765708,-122.409002,-152048954,2017-12-06,82,Routine - Unscheduled,103131,Moderate risk vermin infestation,Moderate Risk,2017-12-06,1970-01-01T12:00:00.000Z
184,RADIO HABANA,1109 VALENCIA St,94110,37.755124,-122.420916,1240311029,2018-02-13,90,Routine - Unscheduled,103129,Insufficient hot water or running water,Moderate Risk,2018-02-13,1970-01-01T12:00:00.000Z
1154,SUNFLOWER RESTAURANT,506 Valencia St,94103,37.764678,-122.421905,-543926665,2019-03-27,46,Routine - Unscheduled,103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,2019-03-27,1970-01-01T12:00:00.000Z
1636,AXUM,698 Haight St,94117,37.771738,-122.433583,411423755,2018-10-03,88,Routine - Unscheduled,103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,2018-10-03,1970-01-01T12:00:00.000Z
7764,YASUKOCHI'S SWEET SHOP,1790 SUTTER St,94115,37.78659,-122.429815,-968899858,2018-07-18,90,Routine - Unscheduled,103154,Unclean or degraded floors walls or ceilings,Low Risk,2018-07-18,1970-01-01T12:00:00.000Z
37482,Bursa,60 West Portal Ave.,94127,37.740144,-122.466569,-1286269186,2018-02-22,92,Routine - Unscheduled,103120,Moderate risk food holding temperature,Moderate Risk,2018-02-22,1970-01-01T12:00:00.000Z
59044,Taqueria Cazadores,1600 C Mission St,94110,37.749851,-122.415121,-1159851878,2018-01-22,78,Routine - Unscheduled,103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,2018-01-22,1970-01-01T12:00:00.000Z
2841,"THE OLYMPIC CLUB AT LAKESIDE, UPPER",599 SKYLINE Blvd,94132,37.708887,-122.497934,652329282,2017-08-18,94,Routine - Unscheduled,103144,Unapproved or unmaintained equipment or utensils,Low Risk,2017-08-18,1970-01-01T12:00:00.000Z
3046,Mollie Stone's Grand Central Market,2435 CALIFORNIA St,94115,37.788773,-122.434697,-322507511,2017-05-05,94,Routine - Unscheduled,103145,Improper storage of equipment utensils or linens,Low Risk,2017-05-05,1970-01-01T12:00:00.000Z
3838,CAFE PICARO,3120 16th St,94103,37.764908,-122.422442,1568090878,2018-02-22,72,Routine - Unscheduled,103120,Moderate risk food holding temperature,Moderate Risk,2018-02-22,1970-01-01T12:00:00.000Z
63503,Mason Street Deli and Market,39 MASON,94102,37.784094,-122.409274,-1936450180,2018-06-04,96,Routine - Unscheduled,103154,Unclean or degraded floors walls or ceilings,Low Risk,2018-06-04,1970-01-01T12:00:00.000Z
1300,WE BE SUSHI,1071 VALENCIA St,94110,37.755824,-122.420986,1171152125,2017-10-05,74,Routine - Unscheduled,103154,Unclean or degraded floors walls or ceilings,Low Risk,2017-10-05,1970-01-01T12:00:00.000Z
557,TASTEBUDS,600 05th Ave,94118,37.77721,-122.462874,-114393943,2018-09-05,83,Routine - Unscheduled,103109,Unclean or unsanitary food contact surfaces,High Risk,2018-09-05,1970-01-01T12:00:00.000Z
1664,PANDA EXPRESS,865 MARKET St C24,94103,37.784317,-122.407563,-1083533722,2019-08-22,96,Routine - Unscheduled,103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,2019-08-22,1970-01-01T12:00:00.000Z
32671,La Taqueria Guadalajara,3146 24th St,94110,37.752512,-122.415109,-1349931748,2018-05-08,75,Routine - Unscheduled,103133,Foods not protected from contamination,Moderate Risk,2018-05-08,1970-01-01T12:00:00.000Z
3165,HAN IL KWAN,1802 BALBOA St,94121,37.776599,-122.478292,-1307398777,2018-11-27,83,Routine - Unscheduled,103144,Unapproved or unmaintained equipment or utensils,Low Risk,2018-11-27,1970-01-01T12:00:00.000Z
33160,Mission Bay Cafe,550 Terry Francois St,94158,37.770518,-122.386525,305408693,2016-12-05,94,Routine - Unscheduled,103120,Moderate risk food holding temperature,Moderate Risk,2016-12-05,1970-01-01T12:00:00.000Z
943,EL CASTILLITO TAQUERIA INC.,136 CHURCH St,94114,37.768776,-122.429095,-169100086,2018-04-26,76,Routine - Unscheduled,103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,2018-04-26,1970-01-01T12:00:00.000Z
4874,JUMP START COFFEE & GROCERY,1192 GUERRERO St,94110,37.752118,-122.422914,2088866367,2017-08-15,88,Routine - Unscheduled,103142,Unclean nonfood contact surfaces,Low Risk,2017-08-15,1970-01-01T12:00:00.000Z
1426,SWEET DELIGHT BAKERY,4476A MISSION,94112,37.726117,-122.433817,886240258,2016-10-26,70,Routine - Unscheduled,103121,Inadequate procedures or records for time as a public health control,Moderate Risk,2016-10-26,1970-01-01T12:00:00.000Z
5838,HARVEY MILK ELEMENTARY SCHOOL,4235 19th St,94114,37.759173,-122.436488,-295361331,2019-09-25,93,Routine - Unscheduled,103112,No hot water or running water,High Risk,2019-09-25,1970-01-01T12:00:00.000Z
3838,CAFE PICARO,3120 16th St,94103,37.764908,-122.422442,1568090878,2018-02-22,72,Routine - Unscheduled,103154,Unclean or degraded floors walls or ceilings,Low Risk,2018-02-22,1970-01-01T12:00:00.000Z
63121,Sodini's Restaurant,510 Green St,94133,37.799697,-122.407614,-1481734515,2019-06-05,86,Routine - Unscheduled,103161,Low risk vermin infestation,Low Risk,2019-06-05,1970-01-01T12:00:00.000Z
2426,BOOGALOOS,3296 22nd St,94110,37.755357,-122.420652,2102011932,2018-05-08,89,Routine - Unscheduled,103105,Improper cooling methods,High Risk,2018-05-08,1970-01-01T12:00:00.000Z
1075,"SANDWICH PLACE, THE",2029 MISSION St,94110,37.764384,-122.419566,146008526,2019-09-26,94,Routine - Unscheduled,103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,2019-09-26,1970-01-01T12:00:00.000Z
63121,Sodini's Restaurant,510 Green St,94133,37.799697,-122.407614,-1481744509,2018-06-11,81,Routine - Unscheduled,103103,High risk food holding temperature,High Risk,2018-06-11,1970-01-01T12:00:00.000Z
7645,LUCKY PORK MARKET,2659 MISSION St,94110,37.754513,-122.418626,15982542,2016-12-30,90,Routine - Unscheduled,103139,Improper food storage,Low Risk,2016-12-30,1970-01-01T12:00:00.000Z
999,SERRANO'S PIZZA II,3274 21st St,94110,37.756997,-122.420534,1135922906,2017-07-14,77,Routine - Unscheduled,103142,Unclean nonfood contact surfaces,Low Risk,2017-07-14,1970-01-01T12:00:00.000Z
63413,Mymy,1500 California St,94109,37.790798,-122.419214,1948441306,2017-02-02,94,Routine - Unscheduled,103143,Inadequate warewashing facilities or equipment,Low Risk,2017-02-02,1970-01-01T12:00:00.000Z
61285,Cocola,3251 20th Ave 186,94132,37.728497,-122.475639,-398141070,2019-03-22,91,Routine - Unscheduled,103103,High risk food holding temperature,High Risk,2019-03-22,1970-01-01T12:00:00.000Z
1243,JAVA SUPREME,0703 GUERRERO St,94110,37.759934,-122.423553,-233880572,2017-10-12,87,Routine - Unscheduled,103114,High risk vermin infestation,High Risk,2017-10-12,1970-01-01T12:00:00.000Z
2893,FOREIGN CINEMA,2534 MISSION St,94110,37.756417,-122.418884,1557362087,2017-09-19,86,Routine - Unscheduled,103161,Low risk vermin infestation,Low Risk,2017-09-19,1970-01-01T12:00:00.000Z
3267,The Olive Garden Italian,3251 20th Ave,94132,37.728497,-122.475639,302666014,2018-05-10,83,Routine - Unscheduled,103144,Unapproved or unmaintained equipment or utensils,Low Risk,2018-05-10,1970-01-01T12:00:00.000Z
403,HAAGEN-DAZS #561,865 MARKET St,94103,37.784317,-122.407563,1665474766,2018-04-30,94,Routine - Unscheduled,103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,2018-04-30,1970-01-01T12:00:00.000Z
35591,The Monk's Kettle,3141 16TH St,94103,37.764814,-122.422979,-1407708275,2018-01-09,87,Routine - Unscheduled,103161,Low risk vermin infestation,Low Risk,2018-01-09,1970-01-01T12:00:00.000Z
2743,NOAH'S NEW YORK BAGELS #2147,2300 16 th St,94103,37.765708,-122.409002,-557716833,2019-01-11,96,Routine - Unscheduled,103154,Unclean or degraded floors walls or ceilings,Low Risk,2019-01-11,1970-01-01T12:00:00.000Z
7493,MR. PICKLE'S SANDWICH SHOP,3380 20th St,94110,37.758817,-122.416522,1995861013,2017-05-17,85,Routine - Unscheduled,103156,Permit license or inspection report not posted,Low Risk,2017-05-17,1970-01-01T12:00:00.000Z
5854,Gateway High/Kip Schools,1430 Scott St,94115,37.783427,-122.437747,1304627971,2018-02-27,98,Routine - Unscheduled,103144,Unapproved or unmaintained equipment or utensils,Low Risk,2018-02-27,1970-01-01T12:00:00.000Z
36589,Catering With Style,2800 BRYANT St,94110,37.749603,-122.408928,-391955588,2018-06-04,67,Routine - Unscheduled,103132,Improper thawing methods,Moderate Risk,2018-06-04,1970-01-01T12:00:00.000Z
64154,"Yummy Dim Sum & Fast Food, LLC",930 Stockton St,94108,37.794457,-122.407896,-1260969115,2017-11-09,86,Routine - Unscheduled,103120,Moderate risk food holding temperature,Moderate Risk,2017-11-09,1970-01-01T12:00:00.000Z
62277,Tacos San Buena,16th & Shotwell St,94102,37.779847,-122.418985,17601021,2018-02-21,87,Routine - Unscheduled,103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,2018-02-21,1970-01-01T12:00:00.000Z
2737,CAFFE' ROMA,885 Bryant St,94103,37.774677,-122.404222,-1157736219,2017-07-25,90,Routine - Unscheduled,103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,2017-07-25,1970-01-01T12:00:00.000Z
7087,VALENCIA FARMER'S MARKET,1299 VALENCIA St,94110,37.752162,-122.420585,50576468,2018-03-08,87,Routine - Unscheduled,103103,High risk food holding temperature,High Risk,2018-03-08,1970-01-01T12:00:00.000Z
1619,BENDERS BAR & GRILL,800-806 SOUTH VAN NESS Ave,94110,37.76031,-122.417123,-1288576845,2018-04-03,90,Routine - Unscheduled,103161,Low risk vermin infestation,Low Risk,2018-04-03,1970-01-01T12:00:00.000Z
2638,SF BAGEL CO. (KATZ BAGELS),3147 16th St,94103,37.764814,-122.423089,1827175774,2018-08-30,86,Routine - Unscheduled,103156,Permit license or inspection report not posted,Low Risk,2018-08-30,1970-01-01T12:00:00.000Z
25167,Glaze Donuts,4499 Mission St A,94112,37.726402,-122.433476,-130674248,2016-12-08,92,Routine - Unscheduled,103120,Moderate risk food holding temperature,Moderate Risk,2016-12-08,1970-01-01T12:00:00.000Z
3256,"Connection, The",5740 MISSION St,94112,37.709737,-122.45007,-797353491,2016-10-05,87,Routine - Unscheduled,103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,2016-10-05,1970-01-01T12:00:00.000Z
1021,LA SANTANECA DE LA MISSION,2815 MISSION St,94110,37.751885,-122.418406,-959044192,2017-09-12,90,Routine - Unscheduled,103120,Moderate risk food holding temperature,Moderate Risk,2017-09-12,1970-01-01T12:00:00.000Z
7489,GAS & SHOP,599 South Van Ness Ave,94110,37.763803,-122.417326,1595861610,2017-11-14,86,Routine - Unscheduled,103154,Unclean or degraded floors walls or ceilings,Low Risk,2017-11-14,1970-01-01T12:00:00.000Z
628,EL BURRITO EXPRESS #2,1812 DIVISADERO St,94115,37.786407,-122.440057,-1604328936,2018-05-04,74,Routine - Unscheduled,103148,No thermometers or uncalibrated thermometers,Low Risk,2018-05-04,1970-01-01T12:00:00.000Z
1347,CREPES ON COLE,100 CARL St,94117,37.765778,-122.450184,1576204331,2019-05-07,88,Routine - Unscheduled,103120,Moderate risk food holding temperature,Moderate Risk,2019-05-07,1970-01-01T12:00:00.000Z
61856,Yoppi Yogurt,101 California St,94111,37.793424,-122.398168,867274283,2018-05-23,94,Routine - Unscheduled,103150,Improper or defective plumbing,Low Risk,2018-05-23,1970-01-01T12:00:00.000Z
2426,BOOGALOOS,3296 22nd St,94110,37.755357,-122.420652,2102021933,2019-05-09,83,Routine - Unscheduled,103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,2019-05-09,1970-01-01T12:00:00.000Z
5998,CENTRO LATINO DE SAN FRANCISCO,1656 15th St,94103,37.766618,-122.421263,-1475241031,2018-04-09,86,Routine - Unscheduled,103154,Unclean or degraded floors walls or ceilings,Low Risk,2018-04-09,1970-01-01T12:00:00.000Z
5926,"SAN FRANCISCO SCHOOL, THE",300 GAVEN St,94134,37.732518,-122.411648,-85305830,2018-10-18,93,Routine - Unscheduled,103112,No hot water or running water,High Risk,2018-10-18,1970-01-01T12:00:00.000Z
6564,HWA LEI MARKET,2970 A 16th St,94103,37.774722,-122.406761,-709815766,2018-05-22,82,Routine - Unscheduled,103154,Unclean or degraded floors walls or ceilings,Low Risk,2018-05-22,1970-01-01T12:00:00.000Z
1352,LA TORTILLA,495 Castro St B,94114,37.760954,-122.434935,2076174953,2016-11-29,86,Routine - Unscheduled,103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,2016-11-29,1970-01-01T12:00:00.000Z
1352,LA TORTILLA,495 Castro St B,94114,37.760954,-122.434935,2076194444,2018-06-20,74,Routine - Unscheduled,103177,Non service animal,Low Risk,2018-06-20,1970-01-01T12:00:00.000Z
1249,KABABAYAN FAST FOOD,2706 MISSION St,94110,37.753691,-122.418657,366128931,2018-05-15,74,Routine - Unscheduled,103144,Unapproved or unmaintained equipment or utensils,Low Risk,2018-05-15,1970-01-01T12:00:00.000Z
2638,SF BAGEL CO. (KATZ BAGELS),3147 16th St,94103,37.764814,-122.423089,1827185661,2019-07-17,81,Routine - Unscheduled,103142,Unclean nonfood contact surfaces,Low Risk,2019-07-17,1970-01-01T12:00:00.000Z
1262,NORTH BEACH PIZZA,800 STANYAN St,94117,37.767286,-122.453075,1666119631,2017-12-15,90,Routine - Unscheduled,103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,2017-12-15,1970-01-01T12:00:00.000Z
1203,TAWAN'S THAI FOOD,4403 GEARY Blvd,94118,37.780834,-122.46659,61086515,2017-08-03,77,Routine - Unscheduled,103120,Moderate risk food holding temperature,Moderate Risk,2017-08-03,1970-01-01T12:00:00.000Z
2749,TAQUERIA CANCUN,3211 MISSION St,94110,37.745433,-122.419945,42254184,2016-11-28,94,Routine - Unscheduled,103131,Moderate risk vermin infestation,Moderate Risk,2016-11-28,1970-01-01T12:00:00.000Z
7095,ABE'S MARKET,378 FILLMORE St,94117,37.772822,-122.430498,850577370,2018-12-10,94,Routine - Unscheduled,103144,Unapproved or unmaintained equipment or utensils,Low Risk,2018-12-10,1970-01-01T12:00:00.000Z
63897,Bob's Donuts and Pastries,1621 Polk St,94109,37.791914,-122.420984,-1191145738,2019-07-10,88,Routine - Unscheduled,103131,Moderate risk vermin infestation,Moderate Risk,2019-07-10,1970-01-01T12:00:00.000Z
3331,HARVEY'S,500 CASTRO St,94114,37.760698,-122.435015,-1887268073,2018-10-15,94,Routine - Unscheduled,103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,2018-10-15,1970-01-01T12:00:00.000Z
3895,Cable Car Restaurant,1040 Columbus Ave,94133,37.803984,-122.415453,-1321833514,2019-04-22,84,Routine - Unscheduled,103156,Permit license or inspection report not posted,Low Risk,2019-04-22,1970-01-01T12:00:00.000Z
33700,Casa Guadalupe #3,2999 MISSION,94110,37.749194,-122.418116,-1529166342,2016-10-18,94,Routine - Unscheduled,103153,Inadequate dressing rooms or improper storage of personal items,Low Risk,2016-10-18,1970-01-01T12:00:00.000Z
4716,MICHAELIS WINE & SPIRITS,2198 UNION St,94123,37.797138,-122.435334,-826231635,2017-09-25,88,Routine - Unscheduled,103161,Low risk vermin infestation,Low Risk,2017-09-25,1970-01-01T12:00:00.000Z
10332,Harvest Urban Market,191 08th St,94103,37.776384,-122.411684,-1866947334,2017-10-02,79,Routine - Unscheduled,103130,Inadequate sewage or wastewater disposal,Moderate Risk,2017-10-02,1970-01-01T12:00:00.000Z
2356,TAQUERIA EL FAROLITO,2779 MISSION St,94110,37.752634,-122.418486,-603030153,2017-11-27,85,Routine - Unscheduled,103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,2017-11-27,1970-01-01T12:00:00.000Z
2808,NEW EMMY'S RESTAURANT,1923 OCEAN Ave,94127,37.725404,-122.462776,1647296381,2017-06-21,81,Routine - Unscheduled,103162,Other low risk violation,Low Risk,2017-06-21,1970-01-01T12:00:00.000Z
4917,LA VICTORIA BAKERY,2937 24th St,94110,37.752373,-122.410876,2093908861,2018-06-05,69,Routine - Unscheduled,103133,Foods not protected from contamination,Moderate Risk,2018-06-05,1970-01-01T12:00:00.000Z
5925,ARCHBISHOP RIORDAN HIGH SCHOOL CAFE,175 PHELAN,94112,37.727337,-122.45245,-185316717,2017-01-31,90,Routine - Unscheduled,103130,Inadequate sewage or wastewater disposal,Moderate Risk,2017-01-31,1970-01-01T12:00:00.000Z
2032,QUEEN ANNE HOTEL,1590 SUTTER St,94109,37.786988,-122.426464,1356727799,2019-07-11,92,Routine - Unscheduled,103131,Moderate risk vermin infestation,Moderate Risk,2019-07-11,1970-01-01T12:00:00.000Z
61953,Allstars Donuts & Burgers,290 GOLDEN GATE Ave,94102,37.781697,-122.415334,1977330372,2017-12-04,94,Routine - Unscheduled,103139,Improper food storage,Low Risk,2017-12-04,1970-01-01T12:00:00.000Z
10332,Harvest Urban Market,191 08th St,94103,37.776384,-122.411684,-1866927620,2019-07-16,82,Routine - Unscheduled,103114,High risk vermin infestation,High Risk,2019-07-16,1970-01-01T12:00:00.000Z
1005,CHAVITA'S MEXICAN RESTAURANT,3006 MISSION St,94110,37.748855,-122.418134,1735943000,2019-08-08,88,Routine - Unscheduled,103142,Unclean nonfood contact surfaces,Low Risk,2019-08-08,1970-01-01T12:00:00.000Z
1154,SUNFLOWER RESTAURANT,506 Valencia St,94103,37.764678,-122.421905,-543926665,2019-03-27,46,Routine - Unscheduled,103102,Unclean hands or improper use of gloves,High Risk,2019-03-27,1970-01-01T12:00:00.000Z
2326,IRMA'S PAMPANGA RESTAURANT,2901 16th St,94103,37.765123,-122.417919,691946427,2018-04-11,74,Routine - Unscheduled,103157,Food safety certificate or food handler card not available,Low Risk,2018-04-11,1970-01-01T12:00:00.000Z
24198,Olivo's Taqueria,1017 Larkin St,94109,37.787288,-122.418389,1753592665,2018-03-13,89,Routine - Unscheduled,103142,Unclean nonfood contact surfaces,Low Risk,2018-03-13,1970-01-01T12:00:00.000Z
929,Cafe Ethiopia,878 Valencia St,94110,37.758832,-122.421359,-1569099699,2018-08-13,89,Routine - Unscheduled,103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,2018-08-13,1970-01-01T12:00:00.000Z
60616,Sheffield Convalescent Hospital,1133 South Van Ness Ave,94110,37.755044,-122.416506,1421316458,2017-11-14,89,Routine - Unscheduled,103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,2017-11-14,1970-01-01T12:00:00.000Z
7643,PACIFIC SUPER MARKET,2900 ALEMANY Blvd,94112,37.712148,-122.452076,-184008379,2017-03-09,67,Routine - Unscheduled,103108,Contaminated or adulterated food,High Risk,2017-03-09,1970-01-01T12:00:00.000Z
251,THE BEANERY INC.,602 Irving St,94122,37.764148,-122.464391,-649613157,2019-06-19,98,Routine - Unscheduled,103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,2019-06-19,1970-01-01T12:00:00.000Z
7493,MR. PICKLE'S SANDWICH SHOP,3380 20th St,94110,37.758817,-122.416522,1995861610,2017-11-14,90,Routine - Unscheduled,103156,Permit license or inspection report not posted,Low Risk,2017-11-14,1970-01-01T12:00:00.000Z
7575,SUPER MIRA,1790 SUTTER St,94115,37.786568,-122.429754,1605926119,2017-02-15,85,Routine - Unscheduled,103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,2017-02-15,1970-01-01T12:00:00.000Z
63121,Sodini's Restaurant,510 Green St,94133,37.799697,-122.407614,-1481734515,2019-06-05,86,Routine - Unscheduled,103133,Foods not protected from contamination,Moderate Risk,2019-06-05,1970-01-01T12:00:00.000Z
34708,Piqueos LLC,830 CORTLAND Ave,94110,37.738893,-122.414078,486615646,2019-08-14,82,Routine - Unscheduled,103105,Improper cooling methods,High Risk,2019-08-14,1970-01-01T12:00:00.000Z
7211,RELIANCE MARKET,699 Castro St,94114,37.757743,-122.434626,-434324727,2018-10-01,86,Routine - Unscheduled,103123,Food in poor condition,Moderate Risk,2018-10-01,1970-01-01T12:00:00.000Z
4630,Zanze's Cheesecake,2405 Ocean Ave,94127,37.730139,-122.469855,-836297664,2017-03-04,96,Routine - Unscheduled,103157,Food safety certificate or food handler card not available,Low Risk,2017-03-04,1970-01-01T12:00:00.000Z
5974,RICHMOND SENIOR CENTER - 3RD FLOOR,6221 GEARY Blvd,94121,37.779943,-122.486199,419706958,2016-11-02,96,Routine - Unscheduled,103144,Unapproved or unmaintained equipment or utensils,Low Risk,2016-11-02,1970-01-01T12:00:00.000Z
5156,McDONALD'S,302 POTRERO Ave,94110,37.765507,-122.407565,224104910,2018-04-30,94,Routine - Unscheduled,103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,2018-04-30,1970-01-01T12:00:00.000Z
3982,SLIM'S,333 11th St,94103,37.771501,-122.413439,-1211767727,2019-08-01,86,Routine - Unscheduled,103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,2019-08-01,1970-01-01T12:00:00.000Z
19002,Subway #4066,5650 Geary Blvd,94121,37.780421,-122.479933,1844645380,2019-02-12,91,Routine - Unscheduled,103156,Permit license or inspection report not posted,Low Risk,2019-02-12,1970-01-01T12:00:00.000Z
6019,KIMOCHI HOME,1531 SUTTER St,94115,37.786944,-122.426377,624759173,2018-06-13,96,Routine - Unscheduled,103129,Insufficient hot water or running water,Moderate Risk,2018-06-13,1970-01-01T12:00:00.000Z
2808,NEW EMMY'S RESTAURANT,1923 OCEAN Ave,94127,37.725404,-122.462776,1647315863,2019-01-03,74,Routine - Unscheduled,103154,Unclean or degraded floors walls or ceilings,Low Risk,2019-01-03,1970-01-01T12:00:00.000Z
3228,THANH LONG RESTAURANT,4101 JUDAH St,94122,37.760383,-122.50609,697633419,2018-06-19,86,Routine - Unscheduled,103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,2018-06-19,1970-01-01T12:00:00.000Z
522,Boudin Sourdough Bakery,3251 20th Ave,94132,37.728497,-122.475639,680562657,2017-02-09,88,Routine - Unscheduled,103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,2017-02-09,1970-01-01T12:00:00.000Z
5859,BURTON HIGH SCHOOL,400 MANSELL St,94134,37.720656,-122.405108,1804638656,2019-09-12,98,Routine - Unscheduled,103144,Unapproved or unmaintained equipment or utensils,Low Risk,2019-09-12,1970-01-01T12:00:00.000Z
32671,La Taqueria Guadalajara,3146 24th St,94110,37.752512,-122.415109,-1349942146,2017-01-10,70,Routine - Unscheduled,103145,Improper storage of equipment utensils or linens,Low Risk,2017-01-10,1970-01-01T12:00:00.000Z
62701,Wayfare Tavern,558 Sacramento St,94111,37.793907,-122.402304,-532061859,2019-03-01,83,Routine - Unscheduled,103129,Insufficient hot water or running water,Moderate Risk,2019-03-01,1970-01-01T12:00:00.000Z
2357,CHINA EXPRESS,2798 MISSION St,94110,37.752408,-122.418535,-503020557,2018-07-23,81,Routine - Unscheduled,103133,Foods not protected from contamination,Moderate Risk,2018-07-23,1970-01-01T12:00:00.000Z
36160,Zabb,4440 Mission St,94112,37.726489,-122.433485,-342292103,2017-11-29,92,Routine - Unscheduled,103120,Moderate risk food holding temperature,Moderate Risk,2017-11-29,1970-01-01T12:00:00.000Z
403,HAAGEN-DAZS #561,865 MARKET St,94103,37.784317,-122.407563,1665474766,2018-04-30,94,Routine - Unscheduled,103154,Unclean or degraded floors walls or ceilings,Low Risk,2018-04-30,1970-01-01T12:00:00.000Z
557,TASTEBUDS,600 05th Ave,94118,37.77721,-122.462874,-114403830,2017-10-18,76,Routine - Unscheduled,103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,2017-10-18,1970-01-01T12:00:00.000Z
194,BAYSIDE COFFEE SHOP,2011 BAYSHORE Blvd,94134,37.715126,-122.398901,-2054665561,2017-09-19,84,Routine - Unscheduled,103120,Moderate risk food holding temperature,Moderate Risk,2017-09-19,1970-01-01T12:00:00.000Z
3626,Beretta,1199 VALENCIA St,94110,37.753823,-122.420786,1842918140,2017-10-04,89,Routine - Unscheduled,103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,2017-10-04,1970-01-01T12:00:00.000Z
2842,SEASONS RESTAURANT,757 MARKET St 5/Fl,94103,37.786476,-122.404852,752348684,2019-02-20,70,Routine - Unscheduled,103129,Insufficient hot water or running water,Moderate Risk,2019-02-20,1970-01-01T12:00:00.000Z
3228,THANH LONG RESTAURANT,4101 JUDAH St,94122,37.760383,-122.50609,697633419,2018-06-19,86,Routine - Unscheduled,103133,Foods not protected from contamination,Moderate Risk,2018-06-19,1970-01-01T12:00:00.000Z
1926,LINCOLN PARK BAR AND GRILL,300 34th Ave,94121,37.782971,-122.496324,-653337817,2019-05-03,87,Routine - Unscheduled,103161,Low risk vermin infestation,Low Risk,2019-05-03,1970-01-01T12:00:00.000Z
5961,ST VINCENT DE PAUL,2356 GREEN St,94123,37.795882,-122.43789,-880273924,2018-02-20,96,Routine - Unscheduled,103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,2018-02-20,1970-01-01T12:00:00.000Z
61736,Rosamunde Sausage Grill,2832 MISSION St,94110,37.751587,-122.418444,1752166361,2017-07-13,86,Routine - Unscheduled,103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,2017-07-13,1970-01-01T12:00:00.000Z
14303,Mango Medley,3911 Judah St.,94122,37.760454,-122.503939,96071053,2018-06-21,84,Routine - Unscheduled,103131,Moderate risk vermin infestation,Moderate Risk,2018-06-21,1970-01-01T12:00:00.000Z
1994,EL POLLO SUPREMO,5210 MISSION St,94112,37.715469,-122.441846,1851674909,2017-05-25,92,Routine - Unscheduled,103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,2017-05-25,1970-01-01T12:00:00.000Z
3645,ZUNI CAFE,1658 MARKET St,94102,37.773415,-122.421598,-552049058,2017-11-02,90,Routine - Unscheduled,103120,Moderate risk food holding temperature,Moderate Risk,2017-11-02,1970-01-01T12:00:00.000Z
64660,Haight Street Market,1530 Haight St,92672,37.769957,-122.447533,2094389742,2017-02-22,87,Routine - Unscheduled,103142,Unclean nonfood contact surfaces,Low Risk,2017-02-22,1970-01-01T12:00:00.000Z
782,MONTE CRISTO SOCIAL CLUB,136 MISSOURI St,94107,37.764627,-122.396764,910769085,2018-04-13,92,Routine - Unscheduled,103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,2018-04-13,1970-01-01T12:00:00.000Z
7747,SAFEWAY STORE #964,4950 Mission St,94112,37.71954,-122.438775,1626047930,2016-12-10,88,Routine - Unscheduled,103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,2016-12-10,1970-01-01T12:00:00.000Z
21982,Chico's Grill,3771 Mission St,94110,37.736438,-122.424269,-803065423,2019-01-29,70,Routine - Unscheduled,103120,Moderate risk food holding temperature,Moderate Risk,2019-01-29,1970-01-01T12:00:00.000Z
1636,AXUM,698 Haight St,94117,37.771738,-122.433583,411423755,2018-10-03,88,Routine - Unscheduled,103144,Unapproved or unmaintained equipment or utensils,Low Risk,2018-10-03,1970-01-01T12:00:00.000Z
320,NAPOLI PIZZA RESTAURANT,1045 POLK St,94109,37.786545,-122.419894,1955409450,2018-05-22,81,Routine - Unscheduled,103154,Unclean or degraded floors walls or ceilings,Low Risk,2018-05-22,1970-01-01T12:00:00.000Z
